 Date :19/04/2019
 SiteID: 2012
 Site Name: Todays Clean Energy,Barod
 Meter Number: 1 
ReadTime,Power,Reactive Power,Active Energy Import,Active Energy Export,Reactive Energy Import,Reactive Energy Export,Frequency,Phase1 Voltage,Phase2 Voltage,Phase3 Voltage,Phase1 Current,Phase2 Current,Phase3 Current,Power Factor
00:00,-11,51,160427,45912012,1557677,829785,500600.011189282,33401998.4134902,33397998.4136802,33101998.4277394,1,1,1,-209999.990025536
00:15,-11,51,160430,45912012,1557677,829798,500300.011182577,33389998.4140602,33375998.4147251,33026998.4313018,1,1,1,-205999.990215525
00:30,-11,51,160433,45912012,1557677,829810,500300.011182577,33456998.4108778,33486998.4094529,33099998.4278344,1,1,1,-206999.990168028
00:45,-11,51,160435,45912012,1557677,829823,499800.011171401,33478998.4098329,33529998.4074105,33119998.4268845,1,1,1,-209999.990025536
01:00,-11,51,160438,45912012,1557677,829836,500400.011184812,33497998.4089305,33521998.4077905,33167998.4246046,1,1,1,-207999.990120531
01:15,-11,51,160441,45912012,1557677,829848,499500.011164695,33561998.4058906,33580998.4049882,33203998.4228947,1,1,1,-209999.990025536
01:30,-11,51,160444,45912012,1557677,829861,499900.011173636,33471998.4101654,33549998.4064606,33098998.4278819,1,1,1,-207999.990120531
01:45,-11,51,160446,45912012,1557677,829873,500000.011175871,33558998.4060331,33529998.4074105,33135998.4261245,1,1,1,-208999.990073033
02:00,-11,51,160449,45912012,1557677,829886,500400.011184812,33636998.4023283,33628998.4027083,33229998.4216598,1,1,1,-210999.989978038
02:15,-11,51,160452,45912012,1557677,829899,500000.011175871,33628998.4027083,33692998.3996684,33231998.4215648,1,1,1,-212999.989883043
02:30,-11,51,160455,45912012,1557677,829912,500600.011189282,33665998.4009509,33727998.398006,33274998.4195224,1,1,1,-210999.989978038
02:45,-11,51,160457,45912012,1557677,829924,500000.011175871,33669998.4007609,33688998.3998584,33260998.4201873,1,1,1,-211999.989930541
03:00,-11,51,160460,45912012,1557677,829937,500100.011178106,33674998.4005234,33717998.398481,33277998.4193799,1,1,1,-210999.989978038
03:15,-11,51,160463,45912012,1557677,829950,500100.011178106,33706998.3990035,33714998.3986235,33338998.4164825,1,1,1,-212999.989883043
03:30,-11,51,160466,45912012,1557677,829962,500900.011195988,33854998.3919739,33797998.3946812,33443998.4114953,1,1,1,-213999.989835546
03:45,-11,51,160468,45912012,1557677,829975,500200.011180341,33790998.3950137,33755998.3966761,33389998.4140602,1,1,1,-215999.989740551
04:00,-11,51,160471,45912012,1557677,829988,500600.011189282,33838998.3927338,33845998.3924013,33439998.4116853,1,1,1,-216999.989693054
04:15,-11,50,160474,45912012,1557677,830000,499500.011164695,33738998.3974836,33791998.3949662,33368998.4150576,1,1,1,-216999.989693054
04:30,-11,50,160477,45912012,1557677,830013,499300.011160225,33708998.3989085,33732998.3977686,33375998.4147251,1,1,1,-217999.989645556
04:45,-11,51,160480,45912012,1557677,830026,500300.011182577,33887998.3904064,33900998.389789,33458998.4107829,1,1,1,-214999.989788048
05:00,-11,51,160482,45912012,1557677,830038,500000.011175871,33841998.3925913,33848998.3922588,33459998.4107354,1,1,1,-216999.989693054
05:15,-11,51,160485,45912012,1557677,830051,500000.011175871,33845998.3924013,33844998.3924488,33442998.4115428,1,1,1,-217999.989645556
05:30,-11,51,160488,45912012,1557677,830064,499400.01116246,33688998.3998584,33623998.4029458,33277998.4193799,1,1,1,-213999.989835546
10:45,7218,-369,160496,45929249,1558247,830137,500700.011191517,33153998.4252696,33544998.4066981,33057998.4298293,127,128,122,-998999.952550048
11:00,7280,-372,160496,45931055,1558339,830137,500900.011195988,33220998.4220872,33546998.4066031,33128998.426457,127,129,124,-998999.952550048
11:15,7387,-382,160496,45932892,1558434,830137,500700.011191517,33273998.4195699,33636998.4023283,33173998.4243196,129,131,125,-998999.952550048
11:30,7532,-401,160496,45934756,1558533,830137,500700.011191517,33173998.4243196,33508998.408408,33111998.4272645,132,133,128,-998999.952550048
11:45,7682,-422,160496,45936652,1558637,830137,500600.011189282,33091998.4282144,33411998.4130152,33034998.4309218,135,136,131,-997999.952597546
12:00,7796,-433,160496,45938575,1558743,830137,500600.011189282,33376998.4146776,33662998.4010934,33285998.4189999,136,137,132,-997999.952597546
12:15,7627,-413,160496,45940517,1558850,830137,499900.011173636,33324998.4171475,33661998.4011409,33312998.4177175,132,134,129,-998999.952550048
12:30,8007,-453,160496,45942458,1558956,830137,500500.011187047,33358998.4155326,33768998.3960586,33317998.41748,139,141,135,-997999.952597546
12:45,7917,-446,160496,45944413,1559066,830137,500400.011184812,33386998.4142027,33739998.3974361,33340998.4163876,137,139,134,-997999.952597546
13:00,8158,-480,160496,45945884,1559136,830137,500800.011193753,33522998.407743,33823998.3934463,33467998.4103554,141,143,138,-997999.952597546
13:15,7561,-401,160496,45947850,1559246,830137,500300.011182577,33543998.4067456,33882998.3906439,33459998.4107354,131,132,127,-998999.952550048
13:30,7715,-417,160496,45949730,1559346,830137,500600.011189282,33511998.4082655,33919998.3888865,33455998.4109253,134,135,129,-998999.952550048
13:45,6780,-341,160496,45951338,1559424,830137,500800.011193753,33460998.4106879,33814998.3938738,33354998.4157226,118,119,114,-998999.952550048
14:00,7206,-361,160496,45953153,1559518,830137,500600.011189282,33502998.408693,33831998.3930663,33376998.4146776,125,126,121,-998999.952550048
14:15,6897,-335,160496,45954918,1559605,830137,499800.011171401,33380998.4144877,33725998.398101,33258998.4202823,120,121,116,-998999.952550048
14:30,6232,-266,160496,45956610,1559685,830137,500000.011175871,33421998.4125403,33700998.3992885,33292998.4186674,109,109,105,-998999.952550048
