 Date :16/04/2019
 SiteID: 2012
 Site Name: Todays Clean Energy,Barod
 Meter Number: 1 
ReadTime,Power,Reactive Power,Active Energy Import,Active Energy Export,Reactive Energy Import,Reactive Energy Export,Frequency,Phase1 Voltage,Phase2 Voltage,Phase3 Voltage,Phase1 Current,Phase2 Current,Phase3 Current,Power Factor
00:00,-10,51,160020,45769656,1552000,827670,500900.011195988,33041998.4305893,32944998.4351965,32534998.4546705,1,1,1,-198999.990548008
00:15,-10,51,160023,45769656,1552000,827683,501100.011200458,33031998.4310643,33002998.4324417,32536998.4545755,1,1,1,-196999.990643003
00:30,-10,51,160025,45769656,1552000,827695,501000.011198223,33102998.4276919,33058998.4297818,32606998.4512507,1,1,1,-198999.990548008
00:45,-10,51,160028,45769656,1552000,827708,501500.011209399,33099998.4278344,33055998.4299243,32618998.4506807,1,1,1,-196999.990643003
01:00,-10,51,160031,45769656,1552000,827721,501300.011204928,33145998.4256496,33033998.4309693,32598998.4516307,1,1,1,-199999.99050051
01:15,-11,51,160033,45769656,1552000,827734,500300.011182577,33165998.4246996,33079998.4287844,32629998.4501582,1,1,1,-203999.99031052
01:30,-10,51,160036,45769656,1552000,827746,500800.011193753,33121998.4267895,33093998.4281194,32586998.4522006,1,1,1,-201999.990405515
01:45,-10,51,160038,45769656,1552000,827759,500100.011178106,33013998.4319192,33054998.4299718,32495998.4565229,1,1,1,-201999.990405515
02:00,-10,51,160041,45769656,1552000,827771,500200.011180341,33094998.4280719,33088998.4283569,32581998.4524381,1,1,1,-201999.990405515
02:15,-11,51,160044,45769656,1552000,827784,500100.011178106,33090998.4282619,33115998.4270745,32568998.4530556,1,1,1,-203999.99031052
02:30,-10,51,160046,45769656,1552000,827797,500100.011178106,33103998.4276444,33098998.4278819,32618998.4506807,1,1,1,-201999.990405515
02:45,-10,51,160049,45769656,1552000,827809,500000.011175871,33111998.4272645,33087998.4284044,32658998.4487808,1,1,1,-201999.990405515
03:00,-11,51,160051,45769656,1552000,827822,500500.011187047,33234998.4214223,33263998.4200449,32780998.4429861,1,1,1,-204999.990263023
03:15,-11,51,160054,45769656,1552000,827835,500800.011193753,33372998.4148676,33357998.4155801,32917998.436479,1,1,1,-205999.990215525
03:30,-11,51,160057,45769656,1552000,827847,500300.011182577,33420998.4125878,33371998.4149151,32905998.4370489,1,1,1,-207999.990120531
03:45,-11,51,160060,45769656,1552000,827861,500900.011195988,33504998.408598,33551998.4063656,33023998.4314442,1,1,1,-207999.990120531
04:00,-11,51,160062,45769656,1552000,827873,500700.011191517,33691998.3997159,33744998.3971986,33228998.4217073,1,1,1,-210999.989978038
04:15,-11,51,160065,45769656,1552000,827886,501100.011200458,34095998.380527,34126998.3790546,33619998.4031358,1,1,1,-218999.989598059
04:30,-11,51,160068,45769656,1552000,827898,501000.011198223,34099998.380337,34170998.3769647,33670998.4007134,1,1,1,-217999.989645556
04:45,-12,50,160071,45769656,1552000,827911,500400.011184812,34020998.3840893,34066998.3819044,33578998.4050832,1,1,1,-225999.989265577
05:00,-11,50,160074,45769656,1552000,827924,500200.011180341,33965998.3867016,34060998.3821894,33535998.4071255,1,1,1,-220999.989503064
05:15,-11,50,160076,45769656,1552000,827936,499600.01116693,33867998.3913564,33930998.3883641,33423998.4124453,1,1,1,-219999.989550561
05:30,-11,51,160079,45769656,1552000,827949,500800.011193753,33872998.3911189,33930998.3883641,33470998.4102129,1,1,1,-215999.989740551
05:45,-11,51,160082,45769656,1552000,827962,499700.011169166,33560998.4059381,33707998.398956,33188998.4236072,1,1,1,-213999.989835546
