,Power,DateTime
565,-15.0,2018-08-29 21:00:00
566,-15.0,2018-08-29 21:10:00
567,-15.0,2018-08-29 21:20:00
568,-15.0,2018-08-29 21:30:00
569,-15.0,2018-08-29 21:40:00
570,-16.0,2018-08-29 21:50:00
571,-16.0,2018-08-29 22:00:00
572,-15.0,2018-08-29 22:10:00
573,-15.0,2018-08-29 22:20:00
574,-15.0,2018-08-29 22:30:00
575,-15.0,2018-08-29 22:40:00
576,-15.0,2018-08-29 22:50:00
577,-15.0,2018-08-29 23:00:00
578,-15.0,2018-08-29 23:10:00
579,-15.0,2018-08-29 23:20:00
580,-15.0,2018-08-29 23:30:00
581,-15.0,2018-08-30 00:10:00
582,1714.0,2018-08-30 15:30:00
583,2454.0,2018-08-30 15:40:00
584,4412.0,2018-08-30 15:50:00
585,2542.0,2018-08-30 16:00:00
586,1235.0,2018-08-30 16:10:00
587,920.0,2018-08-30 16:20:00
588,1001.0,2018-08-30 16:30:00
589,780.0,2018-08-30 16:40:00
590,811.0,2018-08-30 16:50:00
591,396.0,2018-08-30 17:00:00
592,358.0,2018-08-30 17:10:00
593,1157.0,2018-08-30 17:20:00
594,1210.0,2018-08-30 17:30:00
595,767.0,2018-08-30 17:40:00
596,455.0,2018-08-30 17:50:00
597,365.0,2018-08-30 18:00:00
598,216.0,2018-08-30 18:10:00
599,112.0,2018-08-30 18:20:00
600,52.0,2018-08-30 18:30:00
601,-27.0,2018-08-30 18:40:00
602,-22.0,2018-08-30 18:50:00
603,-24.0,2018-08-30 19:00:00
604,-24.0,2018-08-30 19:10:00
605,-15.0,2018-08-30 19:20:00
606,-15.0,2018-08-30 19:30:00
607,-15.0,2018-08-30 19:40:00
608,-15.0,2018-08-30 19:50:00
609,-15.0,2018-08-30 20:00:00
610,-15.0,2018-08-30 20:10:00
611,-15.0,2018-08-30 20:20:00
612,-15.0,2018-08-30 20:30:00
613,-15.0,2018-08-30 20:40:00
614,-15.0,2018-08-30 20:50:00
615,-15.0,2018-08-30 21:00:00
616,-15.0,2018-08-30 21:10:00
617,-15.0,2018-08-30 21:20:00
618,-15.0,2018-08-30 21:30:00
619,-15.0,2018-08-30 21:40:00
620,-15.0,2018-08-30 21:50:00
621,-15.0,2018-08-30 22:00:00
622,-15.0,2018-08-30 22:10:00
623,-15.0,2018-08-30 22:20:00
624,-15.0,2018-08-30 22:30:00
625,-15.0,2018-08-30 22:40:00
626,-15.0,2018-08-30 22:50:00
627,-15.0,2018-08-30 23:00:00
628,-15.0,2018-08-30 23:10:00
629,-15.0,2018-08-31 00:10:00
630,-15.0,2018-08-31 00:20:00
631,-15.0,2018-08-31 00:30:00
632,-15.0,2018-08-31 00:40:00
633,-15.0,2018-08-31 00:50:00
634,-15.0,2018-08-31 01:00:00
635,-15.0,2018-08-31 01:10:00
636,-15.0,2018-08-31 01:20:00
637,-15.0,2018-08-31 01:30:00
638,-15.0,2018-08-31 01:40:00
639,-15.0,2018-08-31 01:50:00
640,-15.0,2018-08-31 02:00:00
641,-15.0,2018-08-31 02:10:00
642,-15.0,2018-08-31 02:20:00
643,-15.0,2018-08-31 02:30:00
644,-15.0,2018-08-31 02:40:00
645,-15.0,2018-08-31 02:50:00
646,-15.0,2018-08-31 03:00:00
647,-15.0,2018-08-31 03:10:00
648,-15.0,2018-08-31 03:20:00
649,-15.0,2018-08-31 03:30:00
650,-15.0,2018-08-31 03:40:00
651,-15.0,2018-08-31 03:50:00
652,-16.0,2018-08-31 04:00:00
